City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,Abu Kamal,34.4506,40.9171,81.82,25,1,17.29,SY,2022-05-23 16:37:56
1,Rikitea,-23.1203,-134.9692,75.85,74,24,13.87,PF,2022-05-23 16:37:56
2,Nikolskoye,59.7035,30.7861,58.89,61,29,4.85,RU,2022-05-23 16:37:57
3,Cape Town,-33.9258,18.4232,62.28,82,0,9.22,ZA,2022-05-23 16:35:02
4,New Norfolk,-42.7826,147.0587,44.71,87,5,2.06,AU,2022-05-23 16:37:57
5,Mar Del Plata,-38.0023,-57.5575,60.82,73,0,5.75,AR,2022-05-23 16:37:57
6,Georgetown,5.4112,100.3354,84.13,93,20,0.0,MY,2022-05-23 16:37:58
7,Bluff,-46.6,168.3333,52.81,78,88,25.88,NZ,2022-05-23 16:37:58
8,Vostok,46.4856,135.8833,46.83,89,92,5.82,RU,2022-05-23 16:37:58
9,Ushuaia,-54.8,-68.3,37.02,75,75,2.3,AR,2022-05-23 16:35:58
10,Aqtobe,50.2797,57.2072,60.89,63,0,4.47,KZ,2022-05-23 16:37:59
11,Broome,42.2506,-75.833,64.71,57,75,11.5,US,2022-05-23 16:37:59
12,Carnarvon,-24.8667,113.6333,71.51,60,31,10.89,AU,2022-05-23 16:38:00
13,Atuona,-9.8,-139.0333,78.84,75,16,19.93,PF,2022-05-23 16:35:01
14,Juegang,32.3174,121.1855,68.95,90,5,10.38,CN,2022-05-23 16:38:00
15,Sioux Lookout,50.1001,-91.917,57.27,38,20,9.22,CA,2022-05-23 16:38:00
16,Tsabong,-26.0217,22.401,62.94,50,3,5.55,BW,2022-05-23 16:38:01
17,Seeboden,46.8219,13.495,74.98,98,100,1.88,AT,2022-05-23 16:38:01
18,Jamestown,42.097,-79.2353,62.02,48,0,10.36,US,2022-05-23 16:35:58
19,Lakhdenpokhya,61.5198,30.1992,54.66,54,22,9.06,RU,2022-05-23 16:38:01
20,Port Alfred,-33.5906,26.891,60.19,81,11,1.81,ZA,2022-05-23 16:38:02
21,Acarau,-2.8856,-40.12,81.34,76,93,4.43,BR,2022-05-23 16:34:22
22,Clyde River,70.4692,-68.5914,17.83,73,0,19.57,CA,2022-05-23 16:38:03
23,Olot,42.181,2.4901,81.75,38,95,1.99,ES,2022-05-23 16:37:08
24,Hobart,-42.8794,147.3294,45.05,90,75,8.05,AU,2022-05-23 16:38:03
25,Irbil,36.1926,44.0106,76.82,33,100,11.5,IQ,2022-05-23 16:38:04
26,Lebu,-37.6167,-73.65,50.92,71,100,0.98,CL,2022-05-23 16:38:04
27,Sao Filipe,14.8961,-24.4956,72.27,73,4,11.01,CV,2022-05-23 16:38:04
28,Agadez,19.75,10.25,97.95,7,76,6.96,NE,2022-05-23 16:38:05
29,Mataura,-46.1927,168.8643,52.48,82,97,8.75,NZ,2022-05-23 16:38:05
30,Qaanaaq,77.484,-69.3632,34.77,75,91,5.55,GL,2022-05-23 16:38:05
31,Torbay,47.6666,-52.7314,74.17,21,40,20.71,CA,2022-05-23 16:38:06
32,Alice Springs,-23.7,133.8833,51.35,66,67,0.0,AU,2022-05-23 16:38:06
33,Chokurdakh,70.6333,147.9167,31.84,95,100,1.5,RU,2022-05-23 16:38:06
34,Necochea,-38.5473,-58.7368,58.69,44,100,8.7,AR,2022-05-23 16:38:07
35,Iranshahr,27.2025,60.6848,97.14,7,0,9.22,IR,2022-05-23 16:38:07
36,Crotone,39.0851,17.1178,85.19,50,0,18.41,IT,2022-05-23 16:38:07
37,Ancud,-41.8697,-73.8203,48.97,79,93,17.81,CL,2022-05-23 16:38:08
38,Cairns,-16.9167,145.7667,73.35,91,75,8.05,AU,2022-05-23 16:38:08
39,Iguape,-24.7081,-47.5553,71.6,65,72,5.32,BR,2022-05-23 16:38:09
40,Tuktoyaktuk,69.4541,-133.0374,21.2,79,100,9.22,CA,2022-05-23 16:38:09
41,Olkhovka,53.2115,60.6069,51.82,91,100,11.05,RU,2022-05-23 16:38:09
42,Alexandria,31.2156,29.9553,73.36,64,40,12.66,EG,2022-05-23 16:38:10
43,Busselton,-33.65,115.3333,62.56,85,72,31.29,AU,2022-05-23 16:38:10
44,Albany,42.6001,-73.9662,64.45,53,98,1.01,US,2022-05-23 16:36:33
45,Katsuura,35.1333,140.3,61.7,79,87,4.12,JP,2022-05-23 16:38:11
46,Vaini,-21.2,-175.2,75.36,100,20,4.61,TO,2022-05-23 16:39:11
47,Norman Wells,65.282,-126.8329,39.24,81,75,4.61,CA,2022-05-23 16:39:11
48,Hervey Bay,-25.2986,152.8535,65.01,94,100,4.0,AU,2022-05-23 16:39:12
49,Sao Joao Da Barra,-21.6403,-41.0511,75.29,64,29,11.43,BR,2022-05-23 16:39:12
50,Kapaa,22.0752,-159.319,74.12,85,100,14.97,US,2022-05-23 16:39:13
51,Cidreira,-30.1811,-50.2056,67.51,58,0,4.34,BR,2022-05-23 16:39:13
52,Punta Arenas,-53.15,-70.9167,35.71,75,75,21.85,CL,2022-05-23 16:37:05
53,Pemberton,50.3164,-122.8027,55.09,68,94,4.25,CA,2022-05-23 16:39:13
54,Ambilobe,-13.2,49.05,74.8,75,84,3.51,MG,2022-05-23 16:39:14
55,Lasa,46.6166,10.7002,76.08,67,91,6.93,IT,2022-05-23 16:39:14
56,Kysyl-Syr,63.8986,122.7617,50.29,84,100,7.11,RU,2022-05-23 16:39:15
57,Boyuibe,-20.4167,-63.2833,81.91,38,0,7.02,BO,2022-05-23 16:39:15
58,Komsomolskiy,40.4272,71.7189,61.52,55,69,4.61,UZ,2022-05-23 16:39:15
59,Krasnoselkup,65.7,82.4667,48.47,66,96,11.9,RU,2022-05-23 16:39:16
60,Lagoa,39.05,-27.9833,61.54,86,100,16.51,PT,2022-05-23 16:39:16
61,Asyut,27.181,31.1837,87.98,15,0,9.48,EG,2022-05-23 16:39:16
62,Baykit,61.67,96.37,56.1,63,15,3.22,RU,2022-05-23 16:39:17
63,Esperance,-33.8667,121.9,61.0,68,59,22.95,AU,2022-05-23 16:39:17
64,Miri,4.4148,114.0089,80.74,89,20,4.61,MY,2022-05-23 16:39:18
65,Trelew,-43.249,-65.3051,54.5,31,26,19.73,AR,2022-05-23 16:39:18
66,Bellevue,47.6104,-122.2007,61.18,75,100,6.91,US,2022-05-23 16:35:24
67,Itarema,-2.9248,-39.9167,82.9,74,84,6.96,BR,2022-05-23 16:39:18
68,Butaritari,3.0707,172.7902,81.18,81,100,13.94,KI,2022-05-23 16:39:19
69,Khorixas,-20.3667,14.9667,71.01,17,1,10.96,NA,2022-05-23 16:39:19
70,Grand Gaube,-20.0064,57.6608,75.6,73,62,4.0,MU,2022-05-23 16:39:19
71,Neuruppin,52.9282,12.8031,73.09,51,93,11.5,DE,2022-05-23 16:39:20
72,Shimoda,34.6667,138.95,64.09,83,100,5.1,JP,2022-05-23 16:39:20
73,Namibe,-15.1961,12.1522,71.44,70,0,8.32,AO,2022-05-23 16:39:20
74,Guerrero Negro,27.9769,-114.0611,65.64,61,25,13.31,MX,2022-05-23 16:39:14
75,San Joaquin,37.9333,-121.3011,79.54,31,0,10.36,US,2022-05-23 16:39:21
76,Dikson,73.5069,80.5464,19.11,87,9,8.03,RU,2022-05-23 16:39:21
77,Lavrentiya,65.5833,-171.0,36.39,65,37,1.25,RU,2022-05-23 16:39:21
78,Port Lincoln,-34.7333,135.8667,62.42,67,86,13.29,AU,2022-05-23 16:39:22
79,Cabra,37.4725,-4.4421,85.66,34,13,1.99,ES,2022-05-23 16:39:22
80,Ponta Do Sol,32.6667,-17.1,73.13,69,12,2.15,PT,2022-05-23 16:39:22
81,Castro,-24.7911,-50.0119,66.81,42,99,4.68,BR,2022-05-23 16:39:23
82,Santa Maria,-29.6842,-53.8069,61.9,77,0,3.44,BR,2022-05-23 16:39:23
83,Upata,8.0086,-62.3989,80.19,70,100,8.57,VE,2022-05-23 16:39:23
84,Severo-Kurilsk,50.6789,156.125,40.71,98,100,14.83,RU,2022-05-23 16:39:24
85,Woodstock,43.1334,-80.7497,59.43,54,100,7.0,CA,2022-05-23 16:38:51
86,Vestmanna,62.1564,-7.1664,47.32,87,100,6.91,FO,2022-05-23 16:39:24
87,Hermanus,-34.4187,19.2345,59.81,78,100,12.19,ZA,2022-05-23 16:39:25
88,Hithadhoo,-0.6,73.0833,83.95,74,16,12.33,MV,2022-05-23 16:39:25
89,Ilulissat,69.2167,-51.1,32.02,93,100,19.57,GL,2022-05-23 16:39:25
90,Pacific Grove,36.6177,-121.9166,66.2,75,0,8.99,US,2022-05-23 16:39:26
91,Kaitangata,-46.2817,169.8464,51.87,76,49,15.57,NZ,2022-05-23 16:39:26
92,Vila Franca Do Campo,37.7167,-25.4333,68.2,84,99,6.13,PT,2022-05-23 16:40:27
93,Hengshan,45.2,130.9167,57.04,81,100,5.21,CN,2022-05-23 16:40:27
94,Vrnjacka Banja,43.6167,20.9,72.63,71,93,2.66,RS,2022-05-23 16:40:27
95,Provideniya,64.3833,-173.3,47.05,52,100,2.86,RU,2022-05-23 16:40:28
96,Cherskiy,68.75,161.3,50.31,52,96,15.08,RU,2022-05-23 16:40:28
97,Constitucion,-35.3333,-72.4167,54.64,91,100,1.59,CL,2022-05-23 16:40:28
98,Puerto Carreno,6.189,-67.4859,85.98,66,20,5.75,CO,2022-05-23 16:40:08
99,Mandiana,10.6333,-8.6833,92.41,33,87,10.29,GN,2022-05-23 16:40:29
100,Talnakh,69.4865,88.3972,33.21,94,100,2.21,RU,2022-05-23 16:40:29
101,Freeport,40.6576,-73.5832,73.98,44,0,14.97,US,2022-05-23 16:40:30
102,Evensk,61.95,159.2333,39.51,82,74,3.02,RU,2022-05-23 16:40:30
103,Bud,39.447,-86.1758,62.89,53,100,13.71,US,2022-05-23 16:40:30
104,Ferme-Neuve,46.7001,-75.4493,53.49,46,74,5.77,CA,2022-05-23 16:40:31
105,Lorengau,-2.0226,147.2712,82.96,72,99,11.79,PG,2022-05-23 16:40:31
106,Haines Junction,60.7522,-137.5108,44.55,61,100,2.3,CA,2022-05-23 16:40:31
107,Morondava,-20.2833,44.2833,77.85,74,0,11.88,MG,2022-05-23 16:40:32
108,Longyearbyen,78.2186,15.6401,37.24,87,75,0.0,SJ,2022-05-23 16:40:33
109,Sehithwa,-20.4667,22.7167,61.34,34,0,5.44,BW,2022-05-23 16:40:33
110,Adrar,20.5022,-10.0711,105.75,7,22,4.74,MR,2022-05-23 16:40:34
111,Bajil,15.0584,43.2851,88.29,56,2,7.34,YE,2022-05-23 16:40:34
112,Havre-Saint-Pierre,50.2334,-63.5986,53.96,43,0,12.66,CA,2022-05-23 16:40:35
113,Saskylakh,71.9167,114.0833,28.44,95,99,12.24,RU,2022-05-23 16:40:35
114,Udankudi,8.4333,78.0167,85.55,65,96,9.08,IN,2022-05-23 16:40:35
115,Staryy Nadym,65.6118,72.6842,45.48,60,67,3.6,RU,2022-05-23 16:40:36
116,Denizli,37.8402,29.0698,72.75,47,75,5.93,TR,2022-05-23 16:40:36
117,Arima,10.6333,-61.2833,88.5,74,20,8.99,TT,2022-05-23 16:40:36
118,La Asuncion,11.0333,-63.8628,80.8,73,79,16.55,VE,2022-05-23 16:40:37
119,Saint George,37.1041,-113.5841,74.79,20,0,4.0,US,2022-05-23 16:36:17
120,Dorchester,33.1002,-80.3831,86.36,70,75,8.05,US,2022-05-23 16:40:37
121,Sakakah,29.9697,40.2064,85.57,21,0,13.02,SA,2022-05-23 16:40:37
122,Kavaratti,10.5669,72.642,83.57,82,100,15.28,IN,2022-05-23 16:40:38
123,Ribeira Grande,38.5167,-28.7,64.8,94,40,13.8,PT,2022-05-23 16:40:38
124,Vao,-22.6667,167.4833,72.21,79,100,21.41,NC,2022-05-23 16:40:39
125,Puerto Ayora,-0.7393,-90.3518,80.56,95,63,3.0,EC,2022-05-23 16:40:39
126,Alugan,12.2188,125.4808,79.86,85,13,5.93,PH,2022-05-23 16:40:39
127,Inuvik,68.3499,-133.7218,20.41,76,100,4.61,CA,2022-05-23 16:40:40
128,Jiwani,25.05,61.7417,84.45,85,0,9.06,PK,2022-05-23 16:40:40
129,Talcahuano,-36.7167,-73.1167,51.48,87,100,6.91,CL,2022-05-23 16:40:40
130,Faanui,-16.4833,-151.75,81.07,72,10,14.7,PF,2022-05-23 16:40:41
131,Mehamn,71.0357,27.8492,44.55,70,0,11.5,NO,2022-05-23 16:40:41
132,Puerto Plata,19.7934,-70.6884,89.51,70,20,18.41,DO,2022-05-23 16:40:41
133,Balangiga,11.1097,125.3875,78.8,89,34,3.69,PH,2022-05-23 16:40:42
134,Hilo,19.7297,-155.09,77.29,81,75,3.44,US,2022-05-23 16:36:55
135,Bredasdorp,-34.5322,20.0403,59.4,79,100,5.61,ZA,2022-05-23 16:40:42
136,Findlay,41.0442,-83.6499,60.98,63,75,12.66,US,2022-05-23 16:41:24
137,Maragogi,-9.0122,-35.2225,80.13,78,25,14.65,BR,2022-05-23 16:40:10
138,Ca Mau,9.1769,105.15,78.76,86,100,2.8,VN,2022-05-23 16:41:43
139,Rocha,-34.4833,-54.3333,64.63,58,97,7.38,UY,2022-05-23 16:41:43
140,Upernavik,72.7868,-56.1549,30.6,94,100,4.79,GL,2022-05-23 16:41:44
141,Bilma,18.6853,12.9164,98.01,7,99,4.85,NE,2022-05-23 16:41:44
142,Monte Patria,-30.6919,-70.9467,74.5,26,100,4.65,CL,2022-05-23 16:41:44
143,Grindavik,63.8424,-22.4338,50.47,66,75,8.05,IS,2022-05-23 16:41:45
144,Waingapu,-9.6567,120.2641,77.09,85,8,5.64,ID,2022-05-23 16:41:45
145,San Jose,37.3394,-121.895,72.91,53,20,4.61,US,2022-05-23 16:40:43
146,Tateyama,34.9833,139.8667,63.32,76,98,4.36,JP,2022-05-23 16:41:45
147,Kabo,7.6994,18.629,76.28,81,100,12.1,CF,2022-05-23 16:41:46
148,Vila Velha,-20.3297,-40.2925,76.95,61,75,11.5,BR,2022-05-23 16:41:27
149,Arraial Do Cabo,-22.9661,-42.0278,76.96,57,40,17.27,BR,2022-05-23 16:41:46
150,Klaksvik,62.2266,-6.589,49.12,87,67,9.46,FO,2022-05-23 16:41:46
151,Khatanga,71.9667,102.5,26.22,87,35,10.65,RU,2022-05-23 16:41:47
152,Barrow,71.2906,-156.7887,21.22,86,100,19.57,US,2022-05-23 16:41:47
153,Calama,-22.4667,-68.9333,66.69,8,0,9.22,CL,2022-05-23 16:41:48
154,Iquitos,-3.7481,-73.2472,82.44,78,75,4.61,PE,2022-05-23 16:41:48
155,Dabakala,8.3667,-4.4333,85.96,54,90,5.26,CI,2022-05-23 16:41:49
156,Phalodi,27.1333,72.3667,90.5,8,0,4.56,IN,2022-05-23 16:41:49
157,Boende,-0.2167,20.8667,71.64,98,99,5.66,CD,2022-05-23 16:41:49
158,Rafsanjan,30.4067,55.9939,84.51,7,0,5.37,IR,2022-05-23 16:41:50
159,Cabo San Lucas,22.8909,-109.9124,84.61,55,0,6.91,MX,2022-05-23 16:41:50
160,Krasnovishersk,60.4078,57.082,36.91,87,98,2.48,RU,2022-05-23 16:41:51
161,Flin Flon,54.7682,-101.865,51.6,52,100,8.12,CA,2022-05-23 16:41:25
162,Caravelas,-17.7125,-39.2481,73.76,72,67,7.23,BR,2022-05-23 16:41:51
163,Bridgetown,13.1,-59.6167,88.29,58,20,17.27,BB,2022-05-23 16:41:51
164,La Pintada,5.7487,-75.6063,87.35,55,79,2.53,CO,2022-05-23 16:41:52
165,Qaqortoq,60.7167,-46.0333,37.81,66,97,8.32,GL,2022-05-23 16:41:52
166,Loukhi,66.0764,33.0381,44.49,44,94,6.64,RU,2022-05-23 16:41:52
167,Lugovoy,42.9472,72.7644,51.57,76,93,2.24,KZ,2022-05-23 16:41:53
168,Airai,-8.9266,125.4092,59.36,82,47,2.64,TL,2022-05-23 16:41:53
169,Visby,57.6409,18.296,60.06,44,0,4.61,SE,2022-05-23 16:41:54
170,Geraldton,-28.7667,114.6,66.61,63,100,19.57,AU,2022-05-23 16:41:54
171,Wagar,16.1525,36.2032,102.15,15,0,6.11,SD,2022-05-23 16:41:54
172,Kyabram,-36.3167,145.05,46.87,85,0,5.28,AU,2022-05-23 16:41:55
173,Aksarka,66.5606,67.7975,39.38,90,100,5.28,RU,2022-05-23 16:41:55
174,Santa Rosa,14.3122,121.1114,81.1,91,53,0.49,PH,2022-05-23 16:41:55
175,Gawler,-34.6,138.7333,62.24,68,19,8.86,AU,2022-05-23 16:41:56
176,Sitka,57.0531,-135.33,46.29,87,100,13.8,US,2022-05-23 16:41:56
177,Labrea,-7.2586,-64.7981,89.92,46,66,2.91,BR,2022-05-23 16:41:56
178,Saldanha,-33.0117,17.9442,60.24,88,38,4.79,ZA,2022-05-23 16:41:57
179,Labuhan,-6.8844,112.2051,80.2,83,100,9.46,ID,2022-05-23 16:41:57
180,Port Elizabeth,-33.918,25.5701,63.1,88,0,8.05,ZA,2022-05-23 16:41:57
181,Ostrovnoy,68.0531,39.5131,31.64,90,100,18.12,RU,2022-05-23 16:42:58
182,Victoria,22.2855,114.1577,78.19,93,100,10.0,HK,2022-05-23 16:40:35
183,Ler,8.3018,30.1418,88.68,37,40,4.45,SS,2022-05-23 16:42:58
184,Coahuayana,18.7333,-103.6833,88.54,51,29,7.2,MX,2022-05-23 16:42:59
185,Aklavik,68.2191,-135.0107,29.35,66,98,3.27,CA,2022-05-23 16:42:59
186,Anadyr,64.75,177.4833,37.9,81,0,6.71,RU,2022-05-23 16:42:59
187,Svobodnyy,51.4,128.1333,45.12,79,100,12.26,RU,2022-05-23 16:43:00
188,Beringovskiy,63.05,179.3167,38.05,81,100,2.98,RU,2022-05-23 16:43:00
189,Wanning,18.8003,110.3967,79.5,94,100,4.21,CN,2022-05-23 16:43:00
190,Prince Albert,53.2001,-105.7677,53.55,47,75,8.05,CA,2022-05-23 16:41:25
191,Fort Nelson,58.8053,-122.7002,47.79,66,75,3.44,CA,2022-05-23 16:41:25
192,Podosinovets,60.2776,47.0659,32.97,97,100,1.72,RU,2022-05-23 16:43:01
193,Kruisfontein,-34.0033,24.7314,60.89,84,71,4.34,ZA,2022-05-23 16:43:02
194,Port Hardy,50.6996,-127.4199,48.38,93,100,9.22,CA,2022-05-23 16:42:16
195,Jibuti,11.5,42.5,93.36,20,24,6.73,DJ,2022-05-23 16:42:30
196,East London,-33.0153,27.9116,63.54,82,0,6.91,ZA,2022-05-23 16:43:02
197,Parabel,58.6978,81.4825,53.89,56,87,8.14,RU,2022-05-23 16:43:03
198,Mahebourg,-20.4081,57.7,75.49,69,75,11.5,MU,2022-05-23 16:43:03
199,Liverpool,53.4106,-2.9779,59.9,73,40,13.8,GB,2022-05-23 16:43:03
200,Cockburn Town,21.4612,-71.1419,84.16,61,40,13.8,TC,2022-05-23 16:42:05
201,San Luis,-33.295,-66.3356,67.37,33,100,2.1,AR,2022-05-23 16:41:04
202,Kaihua,23.3687,104.28,60.75,98,100,3.24,CN,2022-05-23 16:43:06
203,Vallenar,-28.5708,-70.7581,79.79,17,45,4.65,CL,2022-05-23 16:43:06
204,Qandala,11.472,49.8728,88.54,53,85,4.32,SO,2022-05-23 16:43:07
205,Dillon,34.4166,-79.3712,87.94,56,100,5.23,US,2022-05-23 16:43:07
206,Kibungo,-2.1597,30.5427,68.92,90,98,2.21,RW,2022-05-23 16:43:07
207,Voi,-3.3945,38.563,73.78,62,95,9.89,KE,2022-05-23 16:43:09
208,Axim,4.8699,-2.2405,81.25,74,63,8.23,GH,2022-05-23 16:43:09
209,Muisne,0.6,-80.0333,78.85,84,100,11.77,EC,2022-05-23 16:43:10
210,Havoysund,70.9963,24.6622,50.23,71,41,12.93,NO,2022-05-23 16:43:10
211,Fairbanks,64.8378,-147.7164,49.23,50,0,12.66,US,2022-05-23 16:43:10
212,Tsumeb,-19.2333,17.7167,63.61,28,0,8.08,NA,2022-05-23 16:43:11
213,Broken Hill,-31.95,141.4333,55.0,72,0,5.01,AU,2022-05-23 16:43:11
214,Carmen,18.6333,-91.8333,87.33,56,22,12.59,MX,2022-05-23 16:43:11
215,Iralaya,15.0,-83.2333,83.55,70,77,13.09,HN,2022-05-23 16:43:12
216,Poway,32.9628,-117.0359,68.5,78,100,5.75,US,2022-05-23 16:42:54
217,Shubarkuduk,49.1447,56.4872,64.99,43,99,14.36,KZ,2022-05-23 16:41:19
218,Olafsvik,64.8945,-23.7142,45.05,74,70,4.47,IS,2022-05-23 16:43:12
219,Kutum,14.2,24.6667,86.9,12,4,10.87,SD,2022-05-23 16:43:13
220,Sassandra,4.95,-6.0833,80.1,79,74,9.1,CI,2022-05-23 16:43:13
221,Vardo,70.3705,31.1107,37.38,87,75,17.27,NO,2022-05-23 16:43:13
222,Bone,51.9669,12.1396,73.26,51,90,9.08,DE,2022-05-23 16:43:14
223,Kudahuvadhoo,2.6708,72.8944,84.04,75,75,13.06,MV,2022-05-23 16:43:14
224,Amapa,1.0,-52.0,75.87,95,54,3.27,BR,2022-05-23 16:43:15
225,Moshupa,-24.7782,25.4155,59.18,54,4,6.67,BW,2022-05-23 16:43:15
226,Arak,34.0917,49.6892,72.01,17,16,17.02,IR,2022-05-23 16:44:15
227,Koutsouras,35.0339,25.9469,71.11,74,3,4.14,GR,2022-05-23 16:44:16
228,Bambous Virieux,-20.3428,57.7575,75.45,69,75,11.5,MU,2022-05-23 16:44:16
229,Abhar,36.1468,49.218,68.47,29,58,27.65,IR,2022-05-23 16:44:16
230,Tessalit,20.1986,1.0114,98.92,15,1,14.76,ML,2022-05-23 16:44:17
231,Yulara,-25.2406,130.9889,64.76,42,100,7.09,AU,2022-05-23 16:44:17
232,Souris,49.6172,-100.2612,59.74,42,14,12.44,CA,2022-05-23 16:44:18
233,Margate,51.3813,1.3862,56.7,88,100,4.0,GB,2022-05-23 16:44:18
234,Mananjary,-21.2167,48.3333,70.92,82,7,5.79,MG,2022-05-23 16:44:19
235,Moranbah,-22.0016,148.0466,60.91,92,38,12.48,AU,2022-05-23 16:44:19
236,Meulaboh,4.1363,96.1285,78.48,86,99,2.84,ID,2022-05-23 16:44:19
237,Gazli,40.1333,63.45,75.94,18,0,10.09,UZ,2022-05-23 16:44:20
238,Pilot Butte,50.4668,-104.4178,61.66,31,20,6.91,CA,2022-05-23 16:44:20
239,Saint-Philippe,-21.3585,55.7679,72.99,84,39,11.54,RE,2022-05-23 16:44:20
240,Aksu,41.1231,80.2644,79.21,20,100,8.28,CN,2022-05-23 16:44:21
241,Bloomfield,40.8068,-74.1854,75.16,42,0,13.8,US,2022-05-23 16:44:21
242,Kyra,49.5776,111.9753,49.24,53,100,3.96,RU,2022-05-23 16:44:21
243,Yellowknife,62.456,-114.3525,36.12,69,75,4.61,CA,2022-05-23 16:40:25
244,Moreno Valley,33.9375,-117.2306,85.95,72,20,4.61,US,2022-05-23 16:39:39
245,Druzhnaya Gorka,59.2761,30.1425,53.55,63,61,4.54,RU,2022-05-23 16:44:22
246,Westport,41.1415,-73.3579,73.74,47,0,10.36,US,2022-05-23 16:39:44
247,Bethel,41.3712,-73.414,72.48,53,0,9.22,US,2022-05-23 16:42:58
248,Bengkulu,-3.8004,102.2655,77.95,85,95,4.43,ID,2022-05-23 16:44:23
249,Samagaltay,50.6022,95.0047,51.82,78,24,7.96,RU,2022-05-23 16:44:23
250,Avarua,-21.2078,-159.775,78.85,83,20,1.14,CK,2022-05-23 16:44:23
251,Tahoua,14.8888,5.2692,93.18,38,99,8.05,NE,2022-05-23 16:44:24
252,Yerbogachen,61.2767,108.0108,52.92,68,97,5.86,RU,2022-05-23 16:44:24
253,Hualmay,-11.0964,-77.6139,69.53,70,28,10.92,PE,2022-05-23 16:44:25
254,Hami,42.8,93.45,85.03,12,100,9.15,CN,2022-05-23 16:44:25
255,Tangara,-6.1994,-35.8017,80.02,78,90,11.16,BR,2022-05-23 16:44:25
256,Luan,46.3592,6.9759,66.83,72,85,13.0,CH,2022-05-23 16:44:26
257,Manyana,-23.4,21.7167,59.05,44,59,7.14,BW,2022-05-23 16:44:26
258,Novyy Urgal,51.0736,132.5642,48.06,98,100,1.1,RU,2022-05-23 16:44:26
259,Xanlar,40.5869,46.3158,54.91,82,75,20.71,AZ,2022-05-23 16:44:27
260,Gat,31.61,34.7642,73.78,44,0,4.56,IL,2022-05-23 16:44:27
261,Sobolevo,54.4299,31.8996,50.5,71,21,8.99,RU,2022-05-23 16:44:27
262,Asau,46.4333,26.4,60.28,86,93,1.28,RO,2022-05-23 16:44:28
263,Ulcinj,41.9294,19.2244,79.02,72,81,4.25,ME,2022-05-23 16:44:28
264,Bambanglipuro,-7.95,110.2833,78.1,82,99,5.95,ID,2022-05-23 16:44:28
265,Katobu,-4.9408,122.5276,75.94,92,97,5.55,ID,2022-05-23 16:44:29
266,Bardiyah,31.7561,25.0865,70.59,58,0,10.11,LY,2022-05-23 16:44:29
267,Toora-Khem,52.4675,96.11,50.92,92,40,3.83,RU,2022-05-23 16:44:30
268,Isangel,-19.55,169.2667,77.05,82,48,10.71,VU,2022-05-23 16:44:30
269,Roald,62.5833,6.1333,61.16,76,75,4.61,NO,2022-05-23 16:44:30
270,Luoyang,34.6836,112.4536,72.63,53,12,1.68,CN,2022-05-23 16:44:31
271,Rincon,32.296,-81.2354,85.91,67,100,9.22,US,2022-05-23 16:44:31
272,Pontalina,-17.525,-49.4472,85.53,22,3,4.07,BR,2022-05-23 16:44:31
